fen,eval
r3kb1r/1p3pp1/p1p1pn2/q1Bp1b2/2PPn2p/1P1BPN1P/P1Q2PP1/RN4KR w kq - 0 14,-0.6700
r3kb1r/1p3pp1/p1p1pn2/q1Bp1b2/1PPPn2p/3BPN1P/P1Q2PP1/RN4KR b kq - 0 14,-0.7000
r3kb1r/1p3pp1/p1p1pn2/q1np1b2/1PPP3p/3BPN1P/P1Q2PP1/RN4KR w kq - 0 15,2.9300
r3kb1r/1p3pp1/p1p1pn2/P1np1b2/2PP3p/3BPN1P/P1Q2PP1/RN4KR b kq - 0 15,2.5000
r3kb1r/1p3pp1/p1p1pn2/P1np4/2PP3p/3bPN1P/P1Q2PP1/RN4KR w kq - 0 16,2.8700
r3kb1r/1p3pp1/p1p1pn2/P1np4/2PP3p/3bPN1P/P4PP1/RNQ3KR b kq - 1 16,2.3800
r3kb1r/1p3pp1/p1p1pn2/P2p4/2PPn2p/3bPN1P/P4PP1/RNQ3KR w kq - 2 17,2.7200
r3kb1r/1p3pp1/p1p1pn2/P1Pp4/3Pn2p/3bPN1P/P4PP1/RNQ3KR b kq - 0 17,2.5000
r3kb1r/1p3pp1/p1p1pn2/P1Pp4/3P3p/3bPNnP/P4PP1/RNQ3KR w kq - 1 18,2.8800
r3kb1r/1p3pp1/p1p1pn2/P1Pp4/3P3p/3bPNnP/PQ3PP1/RN4KR b kq - 2 18,2.9300
r3kb1r/5pp1/p1p1pn2/PpPp4/3P3p/3bPNnP/PQ3PP1/RN4KR w kq b6 0 19,3.4000
r3kb1r/5pp1/p1p1pn2/PpPp4/3P3p/2NbPNnP/PQ3PP1/R5KR b kq - 1 19,2.4100
r3kb1r/5pp1/p1p1pn2/PpPp4/3P3p/2NbPN1P/PQ3PP1/R5Kn w kq - 0 20,2.5000
r3kb1r/5pp1/p1p1pn2/PpPp4/P2P3p/2NbPN1P/1Q3PP1/R5Kn b kq - 0 20,1.5100
r3kb1r/5pp1/p1p1pn2/PpPp4/P2P3p/2NbPN1P/1Q3nP1/R5K1 w kq - 0 21,1.3600
r3kb1r/5pp1/p1p1pn2/PpPp4/P2P3p/2NbPN1P/1Q3KP1/R7 b kq - 0 21,1.2000
r3kb1r/5pp1/p1p1pn2/PpPp4/P1bP3p/2N1PN1P/1Q3KP1/R7 w kq - 1 22,2.5000
r3kb1r/5pp1/p1p1pn2/PPPp4/2bP3p/2N1PN1P/1Q3KP1/R7 b kq - 0 22,0.8600
r3kb1r/5pp1/2p1pn2/PpPp4/2bP3p/2N1PN1P/1Q3KP1/R7 w kq - 0 23,2.8000
r3kb1r/5pp1/P1p1pn2/1pPp4/2bP3p/2N1PN1P/1Q3KP1/R7 b kq - 0 23,1.4700
r3kb1r/3n1pp1/P1p1p3/1pPp4/2bP3p/2N1PN1P/1Q3KP1/R7 w kq - 1 24,2.1500
rnbqk1nr/ppppbppp/4p3/8/3P2Q1/4P3/PPP2PPP/RNB1KBNR b KQkq - 2 3,-0.1100
rnbq1knr/ppppbppp/4p3/8/3P2Q1/4P3/PPP2PPP/RNB1KBNR w KQ - 3 4,0.3500
rnbq1knr/ppppbppp/4p3/8/3P2Q1/1P2P3/P1P2PPP/RNB1KBNR b KQ - 0 4,0.1900
rnbq1k1r/ppppbppp/4pn2/8/3P2Q1/1P2P3/P1P2PPP/RNB1KBNR w KQ - 1 5,0.2100
rnbq1k1r/ppppbppp/4pn2/8/3P4/1P2P3/P1P1QPPP/RNB1KBNR b KQ - 2 5,0.0900
rnbq1k1r/1pppbppp/4pn2/p7/3P4/1P2P3/P1P1QPPP/RNB1KBNR w KQ - 0 6,0.1800
rnbq1k1r/1pppbppp/4pn2/p7/3P4/1P2PN2/P1P1QPPP/RNB1KB1R b KQ - 1 6,0.0700
rnbqk2r/1pppbppp/4pn2/p7/3P4/1P2PN2/P1P1QPPP/RNB1KB1R w KQ - 2 7,0.2700
rnbqk2r/1pppbppp/4pn2/p7/3P4/1PN1PN2/P1P1QPPP/R1B1KB1R b KQ - 3 7,0.0400
rnbqk2r/1pp1bppp/4pn2/p2p4/3P4/1PN1PN2/P1P1QPPP/R1B1KB1R w KQ - 0 8,0.1300
rnbqk2r/1pp1bppp/4pn2/p2pN3/3P4/1PN1P3/P1P1QPPP/R1B1KB1R b KQ - 1 8,-0.1600
r1bqk2r/1pp1bppp/2n1pn2/p2pN3/3P4/1PN1P3/P1P1QPPP/R1B1KB1R w KQ - 2 9,0.1500
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.0900
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.1300
rnbqkbnr/pp3ppp/4p3/2pP4/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.1400
rnbqkb1r/pp3ppp/4pn2/2pP4/8/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.7200
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 5,0.1000
rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 6,0.5300
rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 6,0.5000
rnb1kb1r/pp3ppp/4pn2/2p2q2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 7,1.4200
rnb1kb1r/pp3ppp/4pn2/1Np2q2/3P4/5N2/PPP2PPP/R1BQKB1R b KQkq - 3 7,1.2400
r1b1kb1r/pp3ppp/n3pn2/1Np2q2/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 4 8,1.3100
r1b1kb1r/pp3ppp/n3pn2/1Np2q2/3P4/3B1N2/PPP2PPP/R1BQK2R b KQkq - 5 8,1.2500
r1b1kb1r/pp3ppp/n3pn2/1Npq4/3P4/3B1N2/PPP2PPP/R1BQK2R w KQkq - 6 9,1.2500
r1b1kb1r/pp3ppp/n3pn2/1Npq4/3P4/3B1N2/PPP2PPP/R1BQ1RK1 b kq - 7 9,1.2600
r1bqkb1r/pp3ppp/n3pn2/1Np5/3P4/3B1N2/PPP2PPP/R1BQ1RK1 w kq - 8 10,1.3000
r1bqkb1r/pp3ppp/n3pn2/1Np5/3P4/3B1N2/PPP1QPPP/R1B2RK1 b kq - 9 10,1.2300
r1bqkb1r/ppn2ppp/4pn2/1Np5/3P4/3B1N2/PPP1QPPP/R1B2RK1 w kq - 10 11,1.5300
r1bqkb1r/ppn2ppp/4pn2/1Np3B1/3P4/3B1N2/PPP1QPPP/R4RK1 b kq - 11 11,1.3100
r1bqkb1r/ppn2ppp/4pn2/1N4B1/3p4/3B1N2/PPP1QPPP/R4RK1 w kq - 0 12,1.9400
r1bqkb1r/ppn2ppp/4pn2/1N4B1/3p4/3B1N2/PPP1QPPP/R2R2K1 b kq - 1 12,1.8900
r2qkb1r/ppnb1ppp/4pn2/1N4B1/3p4/3B1N2/PPP1QPPP/R2R2K1 w kq - 2 13,2.1600
r2qkb1r/ppnb1ppp/4pn2/1N2N1B1/3p4/3B4/PPP1QPPP/R2R2K1 b kq - 3 13,1.2600
r2qkb1r/ppnb1pp1/4pn1p/1N2N1B1/3p4/3B4/PPP1QPPP/R2R2K1 w kq - 0 14,2.2700
r2qkb1r/ppnb1pp1/4pB1p/1N2N3/3p4/3B4/PPP1QPPP/R2R2K1 b kq - 0 14,3.4100
r3kb1r/ppnb1pp1/4pq1p/1N2N3/3p4/3B4/PPP1QPPP/R2R2K1 w kq - 0 15,5.8800
r3kb1r/ppNb1pp1/4pq1p/4N3/3p4/3B4/PPP1QPPP/R2R2K1 b kq - 0 15,6.1200
r2k1b1r/ppNb1pp1/4pq1p/4N3/3p4/3B4/PPP1QPPP/R2R2K1 w - - 1 16,6.5000
rnbqkb1r/pp1ppppp/2p2n2/8/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,0.1200
rnbqkb1r/pp1p1ppp/2p1pn2/8/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,0.4000
rnbqkb1r/pp1p1ppp/2p1pn2/8/3P4/2P1PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0.3200
rnbqk2r/pp1pbppp/2p1pn2/8/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,0.5100
rnbqk2r/pp1pbppp/2p1pn2/8/3P4/2PBPN2/PP3PPP/RNBQK2R b KQkq - 2 5,0.5800
rnbqk2r/pp2bppp/2pppn2/8/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,0.7100
rnbqk2r/pp2bppp/2pppn2/8/3PP3/2PB1N2/PP3PPP/RNBQK2R b KQkq - 0 6,0.6400
r1bqk2r/pp1nbppp/2pppn2/8/3PP3/2PB1N2/PP3PPP/RNBQK2R w KQkq - 1 7,0.6900
r1bqk2r/pp1nbppp/2pppn2/8/3PP3/2PB1N2/PP1N1PPP/R1BQK2R b KQkq - 2 7,0.6500
r1bqk2r/p2nbppp/1ppppn2/8/3PP3/2PB1N2/PP1N1PPP/R1BQK2R w KQkq - 0 8,0.6600
r1bqk2r/p2nbppp/1ppppn2/8/3PP3/2PB1N2/PP1N1PPP/R1BQ1RK1 b kq - 1 8,0.6700
r1bqk2r/p2nbppp/1ppp1n2/4p3/3PP3/2PB1N2/PP1N1PPP/R1BQ1RK1 w kq - 0 9,0.8200
r1bqk2r/p2nbppp/1ppp1n2/4p3/3PP3/2PB1N1P/PP1N1PP1/R1BQ1RK1 b kq - 0 9,0.5900
r1b1k2r/p1qnbppp/1ppp1n2/4p3/3PP3/2PB1N1P/PP1N1PP1/R1BQ1RK1 w kq - 1 10,0.6800
r1b1k2r/p1qnbppp/1ppp1n2/4p3/3PP2N/2PB3P/PP1N1PP1/R1BQ1RK1 b kq - 2 10,0.6300
r1b1k2r/p1qnbp1p/1ppp1np1/4p3/3PP2N/2PB3P/PP1N1PP1/R1BQ1RK1 w kq - 0 11,0.6800
r1b1k2r/p1qnbp1p/1ppp1np1/4p3/3PP3/2PB1N1P/PP1N1PP1/R1BQ1RK1 b kq - 1 11,0.4200
r1b2rk1/p1qnbp1p/1ppp1np1/4p3/3PP3/2PB1N1P/PP1N1PP1/R1BQ1RK1 w - - 2 12,0.4200
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.1300
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.1200
rnbqkbnr/pp3ppp/4p3/2pP4/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.1100
rnbqkbnr/pp3ppp/8/2pp4/8/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0600
rnbqkbnr/pp3ppp/8/2pp4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 5,0.0600
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 6,0.1200
rnbqkb1r/pp3ppp/5n2/2pp4/3P4/5N2/PPP1BPPP/RNBQK2R b KQkq - 2 6,-0.2500
rnbqkb1r/pp3ppp/5n2/3p4/2pP4/5N2/PPP1BPPP/RNBQK2R w KQkq - 0 7,0.1800
rnbqkb1r/pp3ppp/5n2/3p4/2pP4/5N2/PPP1BPPP/RNBQ1RK1 b kq - 1 7,0.1600
rnbqk2r/pp3ppp/3b1n2/3p4/2pP4/5N2/PPP1BPPP/RNBQ1RK1 w kq - 2 8,0.2400
rnbqk2r/pp3ppp/3b1n2/3p4/2pP4/2N2N2/PPP1BPPP/R1BQ1RK1 b kq - 3 8,0.0300
rnbqkbnr/1pp1pppp/p7/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0.2100
rn1qkbnr/1pp1pppp/p7/3p4/3P2b1/4PN2/PPP2PPP/RNBQKB1R w KQkq - 2 4,0.6300
rn1qkbnr/1pp1pppp/p7/3p4/3P2b1/4PN1P/PPP2PP1/RNBQKB1R b KQkq - 0 4,0.5500
rnbqkbnr/1pp1pppp/p7/3p4/3P4/4PN1P/PPP2PP1/RNBQKB1R w KQkq - 1 5,0.8300
rnbqkbnr/1pp1pppp/p7/3p4/3P4/3BPN1P/PPP2PP1/RNBQK2R b KQkq - 2 5,0.8200
rnbqkb1r/1pp1pppp/p4n2/3p4/3P4/3BPN1P/PPP2PP1/RNBQK2R w KQkq - 3 6,0.9000
rnbqkb1r/1pp1pppp/p4n2/3p4/3P4/3BPN1P/PPP2PP1/RNBQ1RK1 b kq - 4 6,0.8900
rnbqkb1r/1pp2ppp/p3pn2/3p4/3P4/3BPN1P/PPP2PP1/RNBQ1RK1 w kq - 0 7,0.8700
rnbqkb1r/1pp2ppp/p3pn2/3p4/3P4/2NBPN1P/PPP2PP1/R1BQ1RK1 b kq - 1 7,0.6300
rnbqkb1r/1p3ppp/p3pn2/2pp4/3P4/2NBPN1P/PPP2PP1/R1BQ1RK1 w kq - 0 8,0.8200
rnbqkb1r/1p3ppp/p3pn2/2pp4/3P4/2NBPN1P/PPP2PP1/R1BQR1K1 b kq - 1 8,0.2900
r1bqkb1r/1p3ppp/p1n1pn2/2pp4/3P4/2NBPN1P/PPP2PP1/R1BQR1K1 w kq - 2 9,0.7200
r1bqkb1r/1p3ppp/p1n1pn2/2pp4/3P4/P1NBPN1P/1PP2PP1/R1BQR1K1 b kq - 0 9,0.2000
r1b1kb1r/1pq2ppp/p1n1pn2/2pp4/3P4/P1NBPN1P/1PP2PP1/R1BQR1K1 w kq - 1 10,0.6500
r1b1kb1r/1pq2ppp/p1n1pn2/2pp4/3PP3/P1NB1N1P/1PP2PP1/R1BQR1K1 b kq - 0 10,0.3700
r1b1kb1r/1pq2ppp/p1n1pn2/3p4/3pP3/P1NB1N1P/1PP2PP1/R1BQR1K1 w kq - 0 11,1.8600
r1b1kb1r/1pq2ppp/p1n1pn2/3P4/3p4/P1NB1N1P/1PP2PP1/R1BQR1K1 b kq - 0 11,0.3300
r1b1k2r/1pq2ppp/p1nbpn2/3P4/3p4/P1NB1N1P/1PP2PP1/R1BQR1K1 w kq - 1 12,1.0100
r1b1k2r/1pq2ppp/p1nbpn2/3P4/3p4/P2B1N1P/1PP1NPP1/R1BQR1K1 b kq - 2 12,0.4500
r1b1k2r/1pq1nppp/p2bpn2/3P4/3p4/P2B1N1P/1PP1NPP1/R1BQR1K1 w kq - 3 13,2.4700
r1b1k2r/1pq1nppp/p2bPn2/8/3p4/P2B1N1P/1PP1NPP1/R1BQR1K1 b kq - 0 13,2.3500
r1b2rk1/1pq1nppp/p2bPn2/8/3p4/P2B1N1P/1PP1NPP1/R1BQR1K1 w - - 1 14,3.5500
r1b2rk1/1pq1nppp/p2bPn2/6B1/3p4/P2B1N1P/1PP1NPP1/R2QR1K1 b - - 2 14,2.4300
r4rk1/1pq1nppp/p2bbn2/6B1/3p4/P2B1N1P/1PP1NPP1/R2QR1K1 w - - 0 15,2.3200
r4rk1/1pq1nppp/p2bbn2/6B1/3N4/P2B3P/1PP1NPP1/R2QR1K1 b - - 0 15,2.0500
3r1rk1/1pq1nppp/p2bbn2/6B1/3N4/P2B3P/1PP1NPP1/R2QR1K1 w - - 1 16,1.9100
3r1rk1/1pq1nppp/p2bbn2/6B1/3N4/P1PB3P/1P2NPP1/R2QR1K1 b - - 0 16,2.0100
3r1rk1/1pq1npp1/p2bbn1p/6B1/3N4/P1PB3P/1P2NPP1/R2QR1K1 w - - 0 17,4.5900
3r1rk1/1pq1npp1/p2bbB1p/8/3N4/P1PB3P/1P2NPP1/R2QR1K1 b - - 0 17,3.8200
3r1rk1/1pq1npp1/p2b1B1p/8/2bN4/P1PB3P/1P2NPP1/R2QR1K1 w - - 1 18,5.6400
3r1rk1/1pq1npp1/p2b3p/8/2bN3B/P1PB3P/1P2NPP1/R2QR1K1 b - - 2 18,4.6100
3r1rk1/1pq1npp1/p6p/8/2bN3B/P1PB3P/1P2NPPb/R2QR1K1 w - - 3 19,5.5400
3r1rk1/1pq1npp1/p6p/8/2bN3B/P1PB3P/1P2NPPb/R2QR2K b - - 4 19,5.5100
3r1rk1/1pq1npp1/p7/7p/2bN3B/P1PB3P/1P2NPPb/R2QR2K w - - 0 20,5.9500
3r1rk1/1pq1Bpp1/p7/7p/2bN4/P1PB3P/1P2NPPb/R2QR2K b - - 0 20,6.7700
3r1rk1/1pq1Bpp1/8/p6p/2bN4/P1PB3P/1P2NPPb/R2QR2K w - - 0 21,7.8000
3r1rk1/1pq2pp1/8/p5Bp/2bN4/P1PB3P/1P2NPPb/R2QR2K b - - 1 21,7.1900
3r1rk1/1pq2pp1/8/p2b2Bp/3N4/P1PB3P/1P2NPPb/R2QR2K w - - 2 22,7.5300
3r1rk1/1pq2pp1/8/p2b2Bp/3N1P2/P1PB3P/1P2N1Pb/R2QR2K b - - 0 22,6.8700
3r1rk1/1pq2pp1/8/p2b2B1/3N1P1p/P1PB3P/1P2N1Pb/R2QR2K w - - 0 23,8.0300
3r1rk1/1pq2pp1/8/p2b4/3N1P1B/P1PB3P/1P2N1Pb/R2QR2K b - - 0 23,6.4600
3r1rk1/1p3pp1/2q5/p2b4/3N1P1B/P1PB3P/1P2N1Pb/R2QR2K w - - 1 24,8.4100
3r1rk1/1p3ppB/2q5/p2b4/3N1P1B/P1P4P/1P2N1Pb/R2QR2K b - - 2 24,7.1000
rnbqkb1r/pppp1ppp/4pn2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,0.3400
rnbqk2r/ppppbppp/4pn2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,0.4600
rnbqk2r/ppppbppp/4pn2/8/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 2 4,0.4500
rnbqk2r/1pppbppp/4pn2/p7/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5,0.4600
rnbqk2r/1pppbppp/4pn2/p7/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 1 5,0.3800
rnbq1rk1/1pppbppp/4pn2/p7/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w - - 2 6,0.5500
rnbq1rk1/1pppbppp/4pn2/p7/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 0 6,0.4300
rnbq1rk1/2ppbppp/1p2pn2/p7/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,0.7300
rnbq1rk1/2ppbppp/1p2pn2/p3N3/2PP4/6P1/PP2PPBP/RNBQ1RK1 b - - 1 7,0.7200
rnbq1rk1/3pbppp/1pp1pn2/p3N3/2PP4/6P1/PP2PPBP/RNBQ1RK1 w - - 0 8,0.7200
rnbq1rk1/3pbppp/1pp1pn2/p3N3/2PP4/1P4P1/P3PPBP/RNBQ1RK1 b - - 0 8,0.5100
rnbq1rk1/4bppp/1pp1pn2/p2pN3/2PP4/1P4P1/P3PPBP/RNBQ1RK1 w - - 0 9,0.5200
rnbq1rk1/4bppp/1pp1pn2/p2pN3/2PP4/1PN3P1/P3PPBP/R1BQ1RK1 b - - 1 9,0.3100
rn1q1rk1/1b2bppp/1pp1pn2/p2pN3/2PP4/1PN3P1/P3PPBP/R1BQ1RK1 w - - 2 10,0.4500
rn1q1rk1/1b2bppp/1pp1pn2/p2pN3/2PP4/1PN3P1/P1Q1PPBP/R1B2RK1 b - - 3 10,0.4500
rn1qkbnr/ppp1pppp/8/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,0.2200
rn1qkbnr/pp2pppp/2p5/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,0.1700
rn1qkbnr/pp2pppp/2p5/3p1b2/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 1 4,0.0500
rn1qkbnr/pp3ppp/2p1p3/3p1b2/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5,0.0700
rn1qkbnr/pp3ppp/2p1p3/3p1b2/3P3N/6P1/PPP1PPBP/RNBQK2R b KQkq - 1 5,0.1100
rn1qkb1r/pp3ppp/2p1pn2/3p1b2/3P3N/6P1/PPP1PPBP/RNBQK2R w KQkq - 2 6,0.5900
rn1qkb1r/pp3ppp/2p1pn2/3p1N2/3P4/6P1/PPP1PPBP/RNBQK2R b KQkq - 0 6,0.4900
rn2kb1r/pp3ppp/2p1pn2/q2p1N2/3P4/6P1/PPP1PPBP/RNBQK2R w KQkq - 1 7,3.2500
rn2kb1r/pp3ppp/2p1pn2/q2p1N2/3P4/6P1/PPPBPPBP/RN1QK2R b KQkq - 2 7,3.4200
rn2kb1r/pp3ppp/2p1pn2/3p1N2/q2P4/6P1/PPPBPPBP/RN1QK2R w KQkq - 3 8,4.6700
rn2kb1r/pp3ppp/2p1pn2/3p4/q2P4/4N1P1/PPPBPPBP/RN1QK2R b KQkq - 4 8,3.3100
r3kb1r/pp1n1ppp/2p1pn2/3p4/q2P4/4N1P1/PPPBPPBP/RN1QK2R w KQkq - 5 9,5.4100
r3kb1r/pp1n1ppp/2p1pn2/3p4/q2P4/4N1P1/PPP1PPBP/RNBQK2R b KQkq - 6 9,4.8800
3rkb1r/pp1n1ppp/2p1pn2/3p4/q2P4/4N1P1/PPP1PPBP/RNBQK2R w KQk - 7 10,4.8600
3rkb1r/pp1n1ppp/2p1pn2/3p4/q2P4/P3N1P1/1PP1PPBP/RNBQK2R b KQk - 0 10,4.6300
rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0.1500
rnbqk2r/ppppbppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 2 4,0.0600
rnbqk2r/ppppbppp/4pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0.0600
rnbq1rk1/ppppbppp/4pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R w KQ - 1 5,0.0600
rnbq1rk1/ppppbppp/4pn2/8/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQ - 2 5,0.0900
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1PN2/PP3PPP/R1BQKB1R w KQ - 3 6,0.5000
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2NBPN2/PP3PPP/R1BQK2R b KQ - 4 6,0.5500
rnbq1rk1/ppp2ppp/3ppn2/8/1bPP4/2NBPN2/PP3PPP/R1BQK2R w KQ - 0 7,0.5900
rnbq1rk1/ppp2ppp/3ppn2/8/1bPP4/2NBPN2/PP1B1PPP/R2QK2R b KQ - 1 7,0.4800
r1bq1rk1/pppn1ppp/3ppn2/8/1bPP4/2NBPN2/PP1B1PPP/R2QK2R w KQ - 2 8,0.8900
r1bq1rk1/pppn1ppp/3ppn2/8/1bPP4/2N1PN2/PPBB1PPP/R2QK2R b KQ - 3 8,0.5200
r1bq1rk1/pppn1ppp/4pn2/3p4/1bPP4/2N1PN2/PPBB1PPP/R2QK2R w KQ - 0 9,0.4900
r1bq1rk1/pppn1ppp/4pn2/3pN3/1bPP4/2N1P3/PPBB1PPP/R2QK2R b KQ - 1 9,0.4100
r1bq1rk1/pppnbppp/4pn2/3pN3/2PP4/2N1P3/PPBB1PPP/R2QK2R w KQ - 2 10,0.4600
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3NP1/P1PPPP1P/RNBQKB1R b KQkq - 0 3,-0.2400
rnbqkb1r/ppp1pppp/5n2/8/3p4/1P3NP1/P1PPPP1P/RNBQKB1R w KQkq - 0 4,0.1900
rnbqkb1r/ppp1pppp/5n2/8/3p4/1PP2NP1/P2PPP1P/RNBQKB1R b KQkq - 0 4,0.0900
r1bqkb1r/ppp1pppp/2n2n2/8/3p4/1PP2NP1/P2PPP1P/RNBQKB1R w KQkq - 1 5,0.2100
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,0.1600
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 4,0.4400
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4BNP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4,-0.1000
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/4BNP1/PPP1PP1P/RN1QKB1R w KQkq - 2 5,-0.2700
rnbqk2r/ppp1bppp/4pn2/3p4/3P4/4BNP1/PPPNPP1P/R2QKB1R b KQkq - 3 5,-0.7300
rnbqk2r/1pp1bppp/4pn2/p2p4/3P4/4BNP1/PPPNPP1P/R2QKB1R w KQkq - 0 6,-0.4400
rnbqk2r/1pp1bppp/4pn2/p2p4/3P4/4BNP1/PPPNPPBP/R2QK2R b KQkq - 1 6,-0.6600
rnbqk2r/1pp1bppp/4pn2/3p4/p2P4/4BNP1/PPPNPPBP/R2QK2R w KQkq - 0 7,-0.2400
rnbqk2r/1pp1bppp/4pn2/3p4/p2P4/4BNP1/PPPNPPBP/R2Q1RK1 b kq - 1 7,-0.6900
rnbqk2r/2p1bppp/4pn2/1p1p4/p2P4/4BNP1/PPPNPPBP/R2Q1RK1 w kq - 0 8,-0.0400
rnbqk2r/2p1bppp/4pn2/1p1p4/p2P4/2P1BNP1/PP1NPPBP/R2Q1RK1 b kq - 0 8,-0.5000
rn1qk2r/1bp1bppp/4pn2/1p1p4/p2P4/2P1BNP1/PP1NPPBP/R2Q1RK1 w kq - 1 9,-0.1000
rn1qk2r/1bp1bppp/4pn2/1p1pN3/p2P4/2P1B1P1/PP1NPPBP/R2Q1RK1 b kq - 2 9,-0.1400
r2qk2r/1bp1bppp/2n1pn2/1p1pN3/p2P4/2P1B1P1/PP1NPPBP/R2Q1RK1 w kq - 3 10,0.3100
r2qk2r/1bp1bppp/2n1pn2/1p1pN3/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 b kq - 4 10,0.0800
r2q1rk1/1bp1bppp/2n1pn2/1p1pN3/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 w - - 5 11,0.1900
r2q1rk1/1bp1bppp/2N1pn2/1p1p4/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 b - - 0 11,0.1600
r4rk1/1bp1bppp/2Nqpn2/1p1p4/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 w - - 1 12,5.6800
r4rk1/1bp1bppp/3qpn2/1p1pN3/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 b - - 2 12,4.7700
r4rk1/1bp1bpp1/3qpn1p/1p1pN3/p2P4/2P1BNP1/PP2PPBP/R2Q1RK1 w - - 0 13,5.2200
r4rk1/1bp1bpp1/3qpn1p/1p1pN3/p2P4/2P1B1P1/PP2PPBP/R2QNRK1 b - - 1 13,4.4100
r4rk1/1b2bpp1/3qpn1p/1pppN3/p2P4/2P1B1P1/PP2PPBP/R2QNRK1 w - - 0 14,4.7100
r4rk1/1b2bpp1/3qpn1p/1ppp4/p2P4/2PNB1P1/PP2PPBP/R2QNRK1 b - - 1 14,4.3200
r4rk1/1b2bpp1/3qpn1p/1p1p4/p1pP4/2PNB1P1/PP2PPBP/R2QNRK1 w - - 0 15,4.2000
r4rk1/1b2bpp1/3qpn1p/1p1p4/p1pP1B2/2PN2P1/PP2PPBP/R2QNRK1 b - - 1 15,3.3800
r4rk1/1b2bpp1/1q2pn1p/1p1p4/p1pP1B2/2PN2P1/PP2PPBP/R2QNRK1 w - - 2 16,3.6800
